MARCA,DESCRIÇÃO,VENDIDO POR,AVALIAÇÕES,QUANTIDADE DE AVALIAÇÕES,PREÇO ANTIGO,PREÇO NOVO,TIPO
MOTOROLA,Smartphone Motorola Edge 50 Fusion 5G - 256GB 16GB Ram Boost 50MP Sony AI Camera IP68 NFC - Blue Teal - Bom (Recondicionado),,5.0,1,1.799,179.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A05s 128gb 6gb Ram Prata,,,,1.425,1.254,Smartphone
Multilaser,Celular Multilaser F Pro 2 Dual SIM 32 GB Preto 1 GB RAM do Idoso,,3.9,506,426.0,53.0,Smartphone
MOTOROLA,Smartphone Motorola Edge 50 5g - 256gb 24gb Ram Boost 50mp Sony Camera Moto Ai Ip68 Nfc - Peach Fuzz Vegan Leather - Excelente (Recondicionado),,4.0,1,2.255,2.119,Smartphone
MOTOROLA,"Smartphone Tela 6,7 Edge 20 Pro 256gb 12gb Ram Azul Motorola - Aceitável (Recondicionado)",Por GABRISCELL,3.8,5,1.178,117.0,Smartphone
MOTOROLA,"Smartphone Moto G200 256gb 8gb Ram Tela 6,8 Verde Motorola",,4.7,324,3.899,2.963,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,,,1.199,120.0,Smartphone
Realme,Celular Realme C75 Dual Sim 128 Gb 8 Gb Ram Smartphone Dourado,Por Realme,4.7,428,1.486,148.0,Smartphone
SAMSUNG,"Smartphone Galaxy S21 Ultra 5g Tl 6,8 256gb 12gb Ram Samsung Cor Preto - Aceitável (Recondicionado)",Por Trocafy,4.3,6,2.489,2.364,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,1,1.76,1.249,Smartphone
SAMSUNG,Smartphone Samsung Galaxy Note10+ 256 GB 12 GB Ram Preto - Excelente (Recondicionado),Por Movacel,,,2.799,280.0,Smartphone
Indefinido,Smartphone Do Idoso Vovófone 4g 32gb Oba Zap Zap,,3.2,46,609.0,60.0,Smartphone
Xiaomi,Smartphone Xiaomi Mi A3 3gb Ram 64gb Dual Sim 6.71 Cor Azul-aço,,4.7,276,631.0,63.0,Smartphone
MOTOROLA,Motorola Moto G52 128gb Azul Bom - Trocafone - Celular Usado,Por Trocafone,,,669.0,64.0,Smartphone
LG,Smartphone K52 4g Tela 6.6'' 64 Gb 3gb Ram Verde LG,,,,559.0,53.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom,,,1.425,727.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G23 128gb Azul 4 Ram Cor Azul-aço - Excelente (Recondicionado),Por GABRISCELL,,,890.0,836.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy Z Fold6 512gb Cinza 5g, 12gb Ram",,5.0,1,9.099,909.0,Smartphone
MOTOROLA,"Smartphone Motorola Moto G34 5G 4 128GB GB RAM Dual Sim Android Azul Tela HD+ 6,5'' - Excelente (Recondicionado)",,4.8,4,839.0,797.0,Smartphone
SAMSUNG,Smartphone S10e 128gb 6gb Ram Android Dual Lte 4g 8 Core,Por Gigasmart,,,1.259,126.0,Smartphone
MOTOROLA,Smartphone Moto G20 Tela 6.5'' 64gb 4gb Ram Grafite Motorola - Excelente (Recondicionado),,4.0,53,899.0,89.0,Smartphone
MOTOROLA,"Celular Motorola Moto G54 5g 8gb 256gb 6,5 azul índigo Fhd+ 50 Mp Dolby Atmos",,4.7,373,1.29,124.0,Smartphone
SAMSUNG,Smartphone Samsung A71 128gb Dual Sim Semi Novo Excelente,Por Gigasmart,,,999.0,100.0,Smartphone
MOTOROLA,Smartphone Moto G100 Cabo Hdmi 256gb 12gb Ram Luminous Ocean - Excelente (Recondicionado),Por Movacel,4.0,1,1.999,200.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc+ Fone +brinde+ Dourado-claro,,,,1.799,1.115,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 8gb Ram Dual Sim 256gb,,5.0,2,1.429,142.0,Smartphone
LG,Smartphone LG X Style Dual K200 16gb Tela 5' Cam 8mp Outlet - Aceitável (Recondicionado),,2.7,3,399.0,207.0,Smartphone
Indefinido,Nubia Redmagic 9s Pro Smartphone 16+512gb Snowfall Cyclone,,4.9,59,5.956,595.0,Smartphone
PHILCO,"Smartphone Philco Hit P10 Tela 6,2 128gb 4 Gb Ram Space Gray Cor Cinza",,4.3,1728,1.199,115.0,Smartphone
SAMSUNG,Smartphone Galaxy A52 Tela 6.5'' 128gb 6gb Ram Preto Samsung - Excelente (Recondicionado),,4.3,7,1.105,939.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram 4g Global Preto,,,,979.0,97.0,Smartphone
SAMSUNG,Samsung Galaxy S10e Excelente C/ Garantia Nf 128gb 6gb,Por Gigasmart,,,799.0,80.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc Verde,,,,975.0,94.0,Smartphone
Indefinido,Smartphone Redmi 14c 128gb 4 Ram Laçamento2024 + Fone Cor Azul Estrelado,,4.9,12,938.0,90.0,Smartphone
MOTOROLA,Smartphone Moto G31 128gb 4gb Ram Azul Motorola - Bom (Recondicionado),,3.6,5,732.0,659.0,Smartphone
Poco,Smartphone Poco C75 Dual Sim 8gm Ram 256gb Memória Global,,5.0,2,1.259,125.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C65 Dual Sim 256/8gb Ram C/ Nfc Preto,,4.1,9,1.054,101.0,Smartphone
Xiaomi,Celular Smartphone Xiaomi Redmi 14c Dual Sim 256gb 8gb Ram,,4.3,6,1.104,110.0,Smartphone
SAMSUNG,Celular Samsung Galaxy A73 128gb 6gb Ram Snapdragon 778g,,,,1.249,120.0,Smartphone
SAMSUNG,Samsung Galaxy S23 FE 5G Dual SIM 256 GB Grafite 8 GB RAM,,4.8,9808,4.599,3.909,Smartphone
SAMSUNG,Celular Samsung Galaxy A36 5g 128gb 6gb Ram Branco,Por Samsung,5.0,2,2.699,1.799,Smartphone
TCL,Celular Smartphone Tcl 505 128gb 8gb Ram - Cinza,,4.4,123,832.0,80.0,Smartphone
MOTOROLA,Smartphone Moto E32 Tela 6.5'' 64gb 4gb Ram Rosê Motorola - Excelente (Recondicionado),,1.0,3,1.11,111.0,Smartphone
MOTOROLA,Smartphone Motorola G53 5g 128GB Grafite 4GB - Excelente (Recondicionado),,5.0,1,899.0,89.0,Smartphone
Realme,Celular Realme Gt 6 5g 512gb 16gb Nfc Smartphone Original Prata,Por Realme,4.9,8,4.869,486.0,Smartphone
Honor,"Smartphone Honor X5b Plus 256gb 8gb Ram (4+4) Tela 6,56 90hz Câmera Ultra Nítida 50mp Com Ia Preto",,3.8,8,770.0,77.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy M51 128gb 6gb Ram Dual Android,Por Gigasmart,,,1.549,1.441,Smartphone
MOTOROLA,Smartphone Moto G75 5g 256gb Vegan Leather Cor Cinza Motorola - Bom (Recondicionado),,,,1.499,149.0,Smartphone
SAMSUNG,"Smartphone Galaxy A12 Tela 6,5 64gb 4gb Ram Branco Samsung Cor White",,4.7,10503,959.0,95.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 4gb Ram Dual Sim 128gb,,,,1.099,109.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Verde Global 4g,,,,979.0,97.0,Smartphone
SAMSUNG,Samsung Galaxy S10e Excelente Android 128gb 6gb Ram,,,,799.0,80.0,Smartphone
SAMSUNG,Samsung Galaxy A03 Dual SIM 64GB Preto 4GB RAM,,4.6,12225,889.0,85.0,Smartphone
Xiaomi,Xiaomi Redmi 10C Dual SIM 128 GB cinza 4 GB Ram,,4.7,2902,1.197,115.0,Smartphone
MOTOROLA,Moto E6 Plus Dual SIM 32 GB cinza-metálico 2 GB RAM - Excelente (Recondicionado),,4.7,13,489.0,54.0,Smartphone
SAMSUNG,"Smartphone Galaxy A71 Tela 6,7 128 Gb 6 Gb Ram Azul Samsung - Aceitável (Recondicionado)",,3.3,16,749.0,711.0,Smartphone
Realme,Smartphone Realme C65 8gb 256gb - Lançamento 2025,,5.0,3,1.999,1.339,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A03 Core Tl 6.5 32gb 2gb Ram Azul,,4.6,41665,699.0,69.0,Smartphone
Indefinido,Celular Itel A70 256 Gb 4 Ram Com Face Id,,5.0,1,829.0,82.0,Smartphone
Zte,Lançamento! Smartphone Zte Blade A3 Dual Sim 4g 32gb 1gb Ram,,4.3,42,599.0,383.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom,5.0,1,1.425,727.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom,,,1.425,727.0,Smartphone
Indefinido,Redmi Note 11 Pro 5g 128/6 Eu Polar White,,,,1.699,169.0,Smartphone
Indefinido,Smartphone Multi G Max 2 P9224 128gb (64+64) 4g 2gbram Preto,,5.0,1,596.0,59.0,Smartphone
Xiaomi,Celular Xiaomi Redmi Note 13 Pro 5g 512 Gb Dual Sim Branco Estelar 12 Gb RAM,,4.8,104,2.356,235.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262,Smartphone
MOTOROLA,"Smartphone Motorola Moto g55 5G - 256GB 16GB (8GB RAM+8GB Ram Boost) e Camera 50MP com AI NFC Tela 6.5"" com Superbrilho - Preto",Por Mobcom,4.6,35,1.71,1.308,Smartphone
SAMSUNG,Smartphone Galaxy Note 20 6.7'' 256gb 8gb Ram Cinza Samsung Cor Cinza-místico,,4.7,401,4.599,459.0,Smartphone
Xiaomi,"Smartphone Xiaomi Redmi Note 14 Pro 5g 12+12gb + 512gb, Verde",,4.6,13,2.534,243.0,Smartphone
Multilaser,Smartphone Multilaser E Lite 32gb Preto P9126 - Excelente (Recondicionado),,,,319.0,53.0,Smartphone
SAMSUNG,Samsung Galaxy S10e Android 128gb 6gb Ram Dual Chip Lte 4g,Por Gigasmart,,,1.209,117.0,Smartphone
SAMSUNG,Samsung Galaxy S10e 128gb 6gb Ram Nf Oferta Garantia,Por Gigasmart,,,749.0,72.0,Smartphone
MOTOROLA,"Smartphone Moto G82 5g 6,6'' 128gb 6gb Ram Branco Motorola",,4.7,581,1.631,156.0,Smartphone
Xiaomi,Smartphone Redmi 14c 256gb 8ram Lanç. 2024 Xiaomi,,5.0,8,1.299,1.021,Smartphone
MOTOROLA,Smartphone Motorola Moto G71 5g 128gb 6gb Ram Azul - Excelente (Recondicionado),Por Movacel,5.0,1,1.299,125.0,Smartphone
Xiaomi,Celular Smartphone Xiaomi Redmi 14c Dual Sim 256gb 8gb Ram,,4.8,130,1.6,1.136,Smartphone
MOTOROLA,Smartphone Moto G30 6.5'' 128gb 4gb Ram Dark Prism Motorola,,4.7,2576,1.25,125.0,Smartphone
Infinix,Smartphone Infinix Smart 6 64 Gb Dual Chip 2gb Ram - Preto,,4.5,81,713.0,542.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy M12 Duos 64gb 4gb Ram - Excelente (Recondicionado),,,,649.0,64.0,Smartphone
MOTOROLA,Moto G60 Dual SIM 128 GB preto 4 GB RAM,,4.6,1312,1.899,1.329,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Azul - Excelente (Recondicionado),,4.2,5,849.0,85.0,Smartphone
SAMSUNG,Smartphone Galaxy S20+ 128gb 8gb Ram 6.7'' Preto Samsung Cor Cosmic black - Excelente (Recondicionado),,3.0,5,1.395,139.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A02 Tela 6.5 32gb 2gb Ram Azul,,4.5,6293,699.0,67.0,Smartphone
Xiaomi,Xiaomi Redmi Note 8 Dual SIM 128 GB moonlight white 6 GB RAM,,4.7,882,1.2,120.0,Smartphone
MOTOROLA,Smartphone Moto G71 5g 128gb 6gb Ram Verde-escuro Motorola - Excelente (Recondicionado),Por Movacel,5.0,3,1.299,125.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.68,1.209,Smartphone
Indefinido,Celular Smartphone Redmir 14c 256/8 Gb C/nf + Brinds,,4.1,14,1.699,1.153,Smartphone
MOTOROLA,"Smartphone Moto E40 64gb 4gb Ram Tela De 6,5 Rosé Motorola Cor Rosê",,4.7,2164,1.149,849.0,Smartphone
SAMSUNG,Smartphone Galaxy S20 Fe Tela 6.5'' 128gb 6gb Ram Samsung Cor Cloud red,,4.8,1526,2.199,219.0,Smartphone
SAMSUNG,Celular Samsung Galaxy S10e Excelente 128gb 6gb Ram Oferta,,,,749.0,72.0,Smartphone
Poco,"Smartphone Poco M4 5g Tela 6,58'' 6gb+128gb",,4.8,44,1.3,,Smartphone
TCL,Smartphone T509k 128gb 505 Tcl,Por Carrefour,,,692.0,69.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 4g 8gb Ram 256gb/128gb Dual Sim,,,,880.0,84.0,Smartphone
SAMSUNG,Samsung Galaxy A52 Dual SIM 128 GB lilás 6 GB RAM,,4.8,2323,2.199,219.0,Smartphone
MOTOROLA,"Smartphone Moto E32 64gb 4gb Ram Tela De 6,5'' Azul Motorola",,4.7,389,1.113,111.0,Smartphone
MOTOROLA,Smartphone Moto E6s Tela 6.1 64gb 4gb Ram Azul-navy,,4.6,957,799.0,77.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G34 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) Ai Camera 50mp Nfc - Preto,,4.8,26659,1.285,124.0,Smartphone
LG,Smartphone K41s Tela 6.55'' 32gb 3gb Ram Cinza-escuro LG - Bom (Recondicionado),,2.3,3,435.0,41.0,Smartphone
Nokia,"Smartphone Nokia C2 Nk010 Tl 5,7 32gb (16+16 Cartão) 1gb Ram Cor Preto",,4.3,127,589.0,58.0,Smartphone
SAMSUNG,Smartphone A11 Tl 6.4 64gb 3gb Ram Preto,,4.7,2142,829.0,82.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 14 Dual Sim 256gb 8gb,,5.0,2,1.41,141.0,Smartphone
MOTOROLA,Smartphone Moto E6s Tela 6.1 64gb 4gb Ram Azul-navy - Aceitável (Recondicionado),,3.9,9,489.0,54.0,Smartphone
Apple,Apple iPhone 12 (64 GB) - Branco,,4.0,607,2.499,249.0,Smartphone
SAMSUNG,Smartphone Galaxy A32 Tela 6.4'' 128gb 4gb Ram Azul Samsung,,4.7,9447,1.649,164.0,Smartphone
MOTOROLA,Celular Smartphone Motorola Moto G5s 32gb 2ram,,,,329.0,32.0,Smartphone
MOTOROLA,Smartphone Moto G54 5g 128gb 4gb Ram Azul Motorola,,4.7,38820,1.36,131.0,Smartphone
Indefinido,Celular Smartphone Redmi. 14c 256/8 Gb  + Brinds,,,,1.009,909.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A25 5g 6.5 Polegadas Octa Core 256,,4.8,14230,1.598,153.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A25 8gb Ram, 256gb 4g A256e Cor Azul-escuro",,,,1.798,172.0,Smartphone
Realme,Celular Smartphone Realme C61 Dual Sim 256/8gb  - C/ Nf,,,,1.024,102.0,Smartphone
SAMSUNG,"Smartphone Galaxy A53 5g 128gb 8gb Tela 6,5 Preto Samsung",,4.8,3619,2.154,207.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 14 Dual Sim 256gb 8gb + Brinde,,4.7,3,1.599,159.0,Smartphone
Indefinido,Smartphone Para Idoso Vovofone 32gb 4g Icones Grandes Zap,,4.7,3,670.0,67.0,Smartphone
Indefinido,Celular Smartphone Redmir 14c 256/8 Gb C/nf + Brinds,,4.1,14,1.699,1.153,Smartphone
Xiaomi,Xiaomi Redmi 14c 256gb 16gb Ram Preto Global Garantia Nfe,,,,1.297,1.193,Smartphone
MOTOROLA,Moto G53 5G (50 Mpx/2 Mpx) Dual SIM 128 GB prata 4 GB RAM,,4.7,7997,1.185,118.0,Smartphone
Infinix,"Smartphone Infinix Note 40 5g, 8 Gb de RAM, 256 Gb de armazenamento, câmera tripla de 108 Mp+ 32 MP, tela de 6,78 FHD+120 Hz, som JBL, bateria de 5000 mAh, carregamento sem fio Gold",,4.5,141,1.493,149.0,Smartphone
Xiaomi,"Smartphone Xiaomi Redmi Note 14 5g 12+12gb + 512gb, Preto",,4.5,6,2.209,220.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom,5.0,1,1.425,727.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom,,,1.425,727.0,Smartphone
SAMSUNG,"Smartphone Galaxy S22+ 5g 128gb Tela 6,6 Rosé Samsung",,4.6,32,3.799,3.229,Smartphone
Realme,Smartphone Realme C75 Dual Sim 256gb/8gb Ram Preto Brindes,,4.9,9,1.849,1.756,Smartphone
MOTOROLA,"Smartphone Edge 20 6,7'' 128 Gb 8 Gb Ram Branco Motorola",,4.7,439,2.295,220.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,1,1.76,1.249,Smartphone
MOTOROLA,Smartphone Moto G30 6.5'' 128gb 4gb Ram Dark Prism Motorola,,4.7,2576,1.25,125.0,Smartphone
Infinix,Smartphone Infinix Smart 9 Novo 8gb Ram (4+4gb) 128gb Rom,,,,1.099,846.0,Smartphone
MOTOROLA,Smartphone Moto G9 Power 6.8'' 128gb 4gb Ram Motorola Cor Purple - Excelente (Recondicionado),,5.0,1,739.0,73.0,Smartphone
Xiaomi,Smartphone Poco X6 Pro 12gb 512gb Lançamento Global Xiaomi,,5.0,22,2.962,2.518,Smartphone
SAMSUNG,"Samsung Galaxy S25 Ultra 5G, 512GB, 12GB, Câmera Quádrupla - Titânio Azul",Por Samsung,4.9,289,7.699,769.0,Smartphone
SAMSUNG,Smartphone Galaxy A51 Tela 6.5 128gb 4gb Ram Branco Samsung,,4.7,1321,1.398,135.0,Smartphone
Indefinido,Celular Smartphone Itel A50 6.6'' Hd 4gb Ram 128gb Dual Sim,,,,1.3,780.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A14, 64gb, 4gb Ram, Tela 6.6 Cor Preto",,4.7,23820,944.0,94.0,Smartphone
Indefinido,Smartphone Redmi 14c 4gb Ram 128gb Global C/nf,,4.2,5,840.0,84.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.68,1.209,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom,,,1.499,773.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco X7 Pro 5g 12/256gb Ram Com Nfc Global,,,,2.75,275.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy Z Fold5 5g, 512gb, 12gb Ram, Tela Infinita De 7.6 Creme",,4.9,176,4.99,479.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 13c 128gb 4ram Fone Capinha Pelicula,,4.5,104,1.567,150.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A72 T.l 6,7 128gb 6gb Ram Violeta",,4.7,646,2.499,240.0,Smartphone
Indefinido,Smartphone Xiaomí Redmi 12 Preto 128/4gb + E Fone,,4.4,55,899.0,89.0,Smartphone
Nokia,"Smartphone Nokia 5.4 Nk025 Tela 6,39'' 128gb 4gb Ram Azul",,4.2,244,965.0,93.0,Smartphone
MOTOROLA,"Smartphone Edge 20 Lite 6,7'' 128gb 6gb Grafite Motorola",,4.7,366,1.799,179.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262,Smartphone
Indefinido,Celular Smartphone Redmir 14c 256/8 Gb C/nf + Brinds,,4.1,14,1.699,1.153,Smartphone
MOTOROLA,Smartphone Motorola Moto G31 128gb Cinza - Excelente (Recondicionado),,,,759.0,75.0,Smartphone
Xiaomi,Smartphone Xiaomi Note 13 6 Gb Ram Versão Global 128 Gb Rom,,5.0,1,1.329,128.0,Smartphone
SAMSUNG,Samsung Galaxy S22 5G 128 GB Rose 8GB RAM,,3.7,3,2.999,299.0,Smartphone
SAMSUNG,Celular Samsung S21 Fe,,4.6,36,2.199,211.0,Smartphone
Xiaomi,Xiaomi Redmi Note 13 Pro 5G Dual SIM 512 GB branco 16 GB RAM,,4.7,5031,2.431,233.0,Smartphone
MOTOROLA,Smartphone G60 Tela 6.8'' 128gb 6gb Ram Champagne Motorola - Excelente (Recondicionado),,4.0,6,1.18,1.097,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A10s Tela De 6.2 32gb 2gb Ram Azul,,4.6,2823,928.0,92.0,Smartphone
LG,"Smartphone LG X Cam Rose Gold 16gb, Android 6.0, 4g - Excelente (Recondicionado)",,,,425.0,53.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A23 6.6'' 128gb 4gb Ram Azul,,4.7,2430,1.489,148.0,Smartphone
SAMSUNG,Samsung Galaxy A31 Dual SIM 128 GB prism crush black 6 GB RAM - Excelente (Recondicionado),,3.6,10,759.0,76.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A12 64gb Preto,,3.9,17,569.0,56.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram,,,,1.22,1.159,Smartphone
Nokia,Nokia G21 128 GB nordic blue 4 GB RAM,,4.6,56,1.26,126.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A01 32gb 2gb Ram Tela 5.7 Android Cor Vermelho - Excelente (Recondicionado),,3.3,23,449.0,56.0,Smartphone
Poco,"Smartphone Poco M4 5g Tela 6,58'' 6gb+128gb - Excelente (Recondicionado)",,5.0,3,898.0,89.0,Smartphone
Xiaomi,"Smartphone Xiaomi Redmi Note 10 Pro Tela 6,67 6gb/128gb Cor Cinza Tamanho U",,4.8,690,2.999,299.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 14 Dual Sim 256gb 8gb,,5.0,1,1.41,141.0,Smartphone
Xiaomi,Celular Xiaomi Poco X6 Pro 5g 512gb 12gb + Exclusivo! Cor Preto,,4.8,216,2.259,217.0,Smartphone
Xiaomi,Xiaomi Redmi Note 12 4G Dual SIM 256 GB Onyx Gray 8 GB RAM,,4.7,3781,1.29,124.0,Smartphone
Nokia,Nokia 110 4G Dual SIM 128 MB Violeta 48 MB RAM,,4.3,123,223.0,21.0,Smartphone
Positivo,"Smartphone Positivo Twist 5 Pro 64gb 2gb 6,26'' Black Rubber",,4.3,547,615.0,61.0,Smartphone
SAMSUNG,Samsung Smartphone Sm-a042m Dual Sim 64gb 3gb Ram,,,,550.0,55.0,Smartphone
Indefinido,Smartphone Redmi 14c 4gb Ram 128gb Global C/nf,,4.0,7,810.0,81.0,Smartphone
Indefinido,Celular Smartphone C75 Dual Sim 256gb 8gb Ram 50mpx + Nfc,,,,1.699,169.0,Smartphone
Infinix,Smartphone Infinix Note 40 5g 256gb 16gb Ram Preto,,5.0,1,1.699,169.0,Smartphone
Xiaomi,Celular Smartphone Xiaomi Redmi 13c 8gb 256gb,,5.0,1,1.25,125.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 14 Dual Sim 128gb 6gb Envio Br,,5.0,1,1.25,125.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 13 8+256g 4g Global +fone + RLG,,4.4,12,1.789,1.517,Smartphone
Xiaomi,Smartphone Xiaomi Note 14 4g 8/256 Gb Azul Versão Global,,,,1.537,153.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 4g Dual Sim 128gb 6gb Ram Nfc,,,,829.0,80.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 256gb 16gb Dual Sim,,4.9,13,1.133,113.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,1,1.76,1.249,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262,Smartphone
MOTOROLA,Smartphone Motorola Moto E20 Cinza 32gb 2ram Dual Chip,,,,535.0,51.0,Smartphone
MOTOROLA,Motorola Moto E22 Dual SIM 64 GB azul 4 GB RAM,,4.6,36125,799.0,79.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi A3x 128gb 4gb Ram Tela 6.71 Dual Sim Cor Verde-claro,,4.7,276,730.0,70.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.68,1.209,Smartphone
Realme,Smartphone Realme C61 Dual Sim 256gb/8gb + Brinde,,4.7,3,1.43,1.258,Smartphone
Infinix,Smartphone Infinix Hot 50i 4gb Ram 256gb 4g Free Fire Gamer,,5.0,1,849.0,84.0,Smartphone
Xiaomi,Xiaomi Redmi 12 Nfc Dual Sim 128gb 4gb Ram Global - Indicado,,,,1.297,959.0,Smartphone
Indefinido,Redmi Note 13 Pro Rede 4g Dual Sim 8gb Ram 256gb Global+nfe Cor Azul,,4.5,66,1.884,181.0,Smartphone
Indefinido,Smartphone Xioami Redmi 14c 256gb 8gb Verde,,5.0,3,1.149,111.0,Smartphone
Multilaser,Smartphone Multilaser M23 Dual Sim Tela De 6.5 8gb Ram 128gb Preto,,,,925.0,89.0,Smartphone
Realme,Celular Smartphone Realme Note 60 Dual Sim 128gb 4gb Ram,,5.0,1,1.01,777.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 8gb 256gb Global Nfc Lançamento,,,,1.387,1.026,Smartphone
Nokia,Nokia G11 Plus Dual SIM 64 GB charcoal grey 4 GB RAM,,4.3,18,1.019,101.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 13 8+256g 4g Global +fone + RLG,,4.4,12,1.789,1.517,Smartphone
Multilaser,Multilaser G Pro 3 Dual SIM 128 GB preto 4 GB RAM,,5.0,2,769.0,76.0,Smartphone
Realme,Smartphone Realme C75 Dual Sim 256gb/8gb Ram Gold,,,,1.465,146.0,Smartphone
Indefinido,Smartphone Blackberry Curve 9320 - Desbloqueado Cor Preto,,,,897.0,89.0,Smartphone
Indefinido,Smartphone Papaifone 32gb 1gb Ram Botão Sos Redes Sociais,,,,477.0,46.0,Smartphone
LG,"Smartphone LG K22 Plus Tela 6,2 64gb 3gb Ram Android Titânio - Excelente (Recondicionado)",,3.9,7,527.0,,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Roxo Global 4g,,,,910.0,88.0,Smartphone
Realme,Smartphone Realme C75 Dual Sim 256gb/8gb Ram Preto,,,,1.465,146.0,Smartphone
Multilaser,Smartphone Multilaser M23 Dual Sim Tela De 6.5 8gb Ram 128gb Preto,,,,925.0,89.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Azul Global 4g Lac,,,,964.0,93.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G 5g 128gb 6gb Ram Preto Excelente,,5.0,1,1.399,839.0,Smartphone
Xiaomi,Celular Smartphone Xiaomi Redmi 13c Dual Sim 256gb 8gb Ram,,4.4,480,1.149,114.0,Smartphone
LG,"Smartphone LG K40s 32gb 4g Octa-core 3gb Ram Tela 6,1 Preto - Excelente (Recondicionado)",,,,854.0,599.0,Smartphone
